,0,1
0,72635.43593933797,10473.897456234905
1,88285.95177698923,10964.533147934464
2,86523.18725304925,12457.73379740607
3,74867.19845815386,9957.16136196149
4,92657.10572053307,12023.480434029869
5,81194.03941105168,8803.818667946243
6,78618.75685330035,10002.212545202565
7,88120.75374035518,10308.44672830071
8,77344.73170454585,9787.960548787069
9,87862.8166464971,9424.409243891141
10,82156.43623222143,11755.256744614528
11,86776.50493320596,12178.730847045412
12,72032.58182353918,15862.788185908192
13,82791.7185431465,13214.280740646376
14,72155.72387199794,13953.645328759216
15,77317.65328072559,10971.779463215895
16,85146.30600762938,14972.178326608137
17,102097.50566398325,14217.770507046638
18,83298.72342470632,11585.145962034252
19,77188.88061713595,11245.95136553058
20,78934.64772998779,10140.687792873197
21,85326.78616147715,10660.544228323979
22,85842.70998871542,12401.164855176854
23,95138.63937123062,10076.782831492466
24,82048.06936344759,11259.861521046541
25,91640.27371029135,12104.895077523544
26,84995.29851087797,12495.185769513873
27,82197.33787433308,15074.013513060998
28,89381.81251504124,11100.306584299617
29,84159.73096491765,13076.85198404141
30,92435.12223190855,9797.452234174636
31,72797.66957777202,11200.713100536108
32,83108.5517986288,12035.241015133046
33,94249.38816459116,15021.970797897819
34,88396.19843948234,10796.416402375424
35,74562.82534727047,9700.896581743944
36,67278.39108534096,9816.792316625617
37,83909.53214433399,11645.5399098453
38,82354.94582881728,21622.251912863605
39,80330.82864712311,10486.551462927308
40,69371.77564442751,11455.95533112327
41,80067.44417759134,10231.511926577628
42,77750.33487131778,9158.698666702161
43,72108.24687721935,13779.035109153456
44,81284.7204192722,14034.116413890395
45,75222.61356022967,11942.50642618923
46,78664.36093620835,7747.313823883393
47,94285.55294974556,10265.668555001881
48,74350.15882120875,10925.466995611858
49,77122.76900285909,8376.05807598925
50,81042.34425207834,10631.916688015352
51,66429.46116236749,11208.65699301288
52,85038.6238832721,7578.031059590425
53,85729.57381267162,8282.338891100195
54,84956.89943538654,10516.821849549053
55,69226.47815408386,11106.633100216231
56,91327.19475430208,9664.50488594095
57,70839.11297142395,11262.439010619786
58,90784.30584990041,9499.77519440245
59,85693.35243822336,16250.942158197322
60,79110.54193810094,9812.164073922508
61,73610.31153935318,12001.33474593856
62,83274.13258760778,8538.19758527223
63,88652.24302399339,9626.046209946757
64,78005.13379663885,14002.399091018578
65,86881.98027463812,13886.991964597819
66,70921.9933997596,12414.720065863523
67,89139.2833094831,9067.47877775807
68,76228.40190889292,15795.414368468806
69,85990.29764843301,12197.37171555911
70,88395.30141032368,9364.867090676604
71,79614.2520731259,14431.444519013927
72,92442.70502580266,9307.99543229925
73,79828.56061823414,9913.82550071588
74,85762.49708631336,12866.310603517015
75,79010.68641892276,10184.624953744615
76,74675.69037479167,8147.667289720355
77,71370.43263532463,14246.280598163927
78,90519.7996892076,13660.903310378446
79,85435.58593210291,11536.907681489633
80,92946.0316408353,12580.281032164252
81,83974.65522691613,9210.69829759921
82,78296.90377222166,14632.652115111889
83,80475.63086596163,14058.678434316256
84,96309.05635014105,14717.804223632847
85,80558.22300403216,11518.435072339611
86,98774.20354317213,11230.915119213245
87,88680.50748537347,11814.859824094952
88,93943.47369089797,10021.723747316608
89,74217.30287777129,12618.143069951835
90,88101.47377808903,14775.433461636065
91,91228.24497789257,15165.711903100082
92,92114.1563703169,12141.851259608726
93,66727.57549843164,11568.558125937221
94,70426.05165845207,13802.97185373192
95,64582.942659836204,11310.684547148996
96,84108.32112978869,11868.468296388814
97,76245.7072970122,11327.141701560318
98,98501.34331959784,11489.875640886492
99,77284.6213060985,9450.81046391694
100,64527.393290374384,13636.190129964229
101,89285.62892773695,10105.023825650098
102,88080.20096121897,11120.848891536416
103,76190.96887155557,10668.2281846558
104,100656.11356658036,16774.843279759407
105,76624.71836829928,11677.837896319648
106,88998.80597479637,10391.898835295975
107,72542.46735301413,9815.83768685846
108,89366.9010315171,10794.948990376492
109,80753.77696658533,10765.720353454726
110,79312.55924510791,9915.901692886177
111,83091.9523925006,8801.77667278273
112,93222.63681025113,10326.69829970355
113,91177.06041991529,11340.698869534883
114,69619.88394797605,11985.315866967876
115,87765.26716879495,9358.613263283934
116,89662.90200651233,14118.572977294803
117,77071.34990565656,10977.530564001821
118,77893.21203590675,9162.854536237372
119,80331.30569227529,10200.102408101038
120,86614.29105859072,11289.980292155287
121,78460.68983312305,11264.095459381848
122,90805.79877951063,13323.060189380509
123,80998.98893760522,9954.87193720534
124,66405.00128448746,12986.043841976494
125,81359.2788290547,12349.32221388789
126,79894.15265436398,11388.65287769202
127,77275.4057903463,12392.034929468933
128,79726.09585506887,9017.736564006498
129,75197.70732272095,10656.1030999125
130,65986.15313269425,12659.21970308899
131,76352.75551486615,14456.498981551116
132,88047.43219747941,10500.888138197659
133,90897.37677217826,10723.37638583636
134,77351.77002018534,10117.384392211257
135,86472.16291675925,8930.754057615497
136,73369.49170198705,12849.122886387577
137,76320.98659179355,12458.495316128097
138,75368.04248125118,10139.744016847217
139,88104.34310208335,10024.002248681398
140,84695.62873341561,13054.195666755935
141,93930.95063491659,10999.925670615823
142,70477.22999719279,18667.891443052587
143,70037.46337877317,10678.429555132394
144,74914.82009172536,13967.953283730334
145,69634.91619576047,12000.167066546133
146,87471.5933482361,12293.825990634647
147,84591.33676482712,9226.316671833229
148,88973.74948909697,10167.504241878396
149,75661.33980966332,12827.407114315698
150,85122.68440689899,9202.294668855919
151,77627.0232227059,13042.606583863964
152,87435.66000584247,10679.042390253078
153,85330.0663241291,15562.0213230538
154,78746.18075082496,15304.255368528338
155,86074.87176418744,15633.963739396148
156,79576.16755226761,10916.60058449553
157,70908.57768748428,16735.20220828623
158,74936.87099433524,10668.241861283626
159,84913.56549905415,13953.735586537106
160,89679.04896568913,14891.505988780447
161,92389.45000992503,12093.351229743026
162,71616.10194358011,11061.490549441063
163,88448.0500495859,15945.936499523274
164,90201.19250590762,10241.473980068806
165,82825.9946781677,6656.03177934834
166,81128.51998315327,12751.279360462195
167,73348.50166013266,11301.685714106452
168,90657.33988565055,8137.091621270857
169,75054.07860276554,9855.681016587787
170,71801.10733990432,13940.608478644801
171,85839.36366500428,10745.390996486884
172,86128.24493058052,12114.933645518944
173,81582.83098785288,13036.035911613773
174,78104.78227836805,11888.529771776419
175,101262.0923085796,37146.17202748799
176,88150.38873725054,13171.954729882633
177,83196.48725044799,10387.382074259773
178,69545.56724822544,9209.45627841267
179,91762.91288254452,15252.793803985645
180,92981.05688029993,15650.966118687844
181,83545.54364500006,8674.0545712981
182,84901.25618365208,9954.730264369478
183,87376.75886918313,9624.085770368232
184,80078.05266029286,10650.86989300187
185,85945.11072384527,13206.398666515557
186,84848.66518057196,11558.857862214074
187,103298.48452899663,13418.864481766514
188,95528.21725776904,21486.119388024064
189,75916.02668920626,11642.782320428192
190,100461.98212275117,14648.303576972445
191,83125.13790983029,11137.583361021614
192,92296.45636209963,9902.364068849933
193,74964.68010842036,14180.457750819141
194,74823.24763311142,12210.212276962759
195,80592.66532985453,11654.603449849961
196,90736.32399552793,9173.41697700742
197,72297.03840857653,11307.569540253131
198,84835.18903102163,10895.468394985584
199,85185.19105649494,13424.220094032411
200,68878.0352972786,11021.245145563415
201,69036.06994847111,14238.189913387218
202,83153.7241513755,11380.584401146603
203,91598.42645388334,14108.669783486746
204,75343.9803776579,15809.872112119267
205,80085.01974975794,12640.309623228532
